Customer_ID,Policy_Type,Customer_Segment,Customer_Age,Annual_Income,Claim_History_Count,Previous_Claim_Amount,Policy_Tenure_Years,Risk_Score,Insured_Value,Annual_Insurance_Premium
1000301,Auto,Premium,42.2,508988.12,1,79141.41,2.34,61.74,329510.82,55784.35
1000302,Health,Affluent,26.8,804717.38,0,0.0,10.12,40.43,624479.92,9431.39
1000303,Health,Affluent,64.0,882068.99,0,0.0,18.34,43.77,622014.77,8718.36
1000304,Health,Mass,66.7,1293623.23,0,0.0,6.21,37.24,913235.7,6967.07
1000305,Health,Corporate,44.0,1639252.58,0,0.0,4.97,45.22,1300457.47,16068.0
1000306,Travel,Mass,55.3,596418.1,1,49448.85,5.77,49.34,207139.12,35044.93
1000307,Health,Mass,44.3,305016.53,1,49739.98,7.1,49.21,333094.26,35066.57
1000308,Home,Affluent,24.6,889545.03,2,168794.72,5.05,59.73,899642.95,103296.65
1000309,Life,Mass,36.6,1057687.72,0,0.0,12.34,31.49,2193515.48,6240.2
1000310,Auto,Mass,43.7,1032330.86,0,0.0,8.49,32.35,960416.25,6197.19
1000311,Home,Affluent,36.1,751991.09,0,0.0,6.54,35.49,745687.6,10602.54
1000312,Auto,Premium,39.2,963920.11,0,0.0,4.98,43.56,645482.47,10336.35
1000313,Auto,Affluent,40.8,2071212.38,1,51144.13,2.64,48.56,1656460.41,41351.17
1000314,Travel,Affluent,40.9,1110258.95,0,0.0,7.87,31.94,783790.32,7645.72
1000315,Life,Corporate,42.7,732924.09,2,70534.38,8.82,56.89,1453472.98,52986.34
1000316,Health,Mass,28.2,683540.54,1,321814.11,3.69,33.5,519620.09,183817.93
1000317,Home,Mass,32.7,819730.78,0,0.0,12.13,30.53,755013.37,5556.39
1000318,Auto,Mass,25.3,2214101.03,0,0.0,5.69,33.96,1585422.04,6690.86
1000319,Auto,Mass,54.7,813689.93,2,81587.07,8.92,50.36,698313.29,52457.24
1000320,Auto,Mass,18.0,890254.94,0,0.0,7.44,39.39,1101613.78,5439.52
1000321,Health,Premium,57.0,690297.25,0,0.0,3.0,43.74,561258.77,12522.52
1000322,Health,Affluent,60.0,1647205.69,1,132283.96,16.66,61.26,872361.13,84100.22
1000323,Health,Affluent,38.1,2644679.73,0,0.0,5.62,35.85,1704384.59,9082.56
1000324,Auto,Mass,18.0,1153126.17,1,46615.02,4.34,38.8,846457.73,33609.47
1000325,Travel,Premium,37.3,941919.54,1,165496.99,7.56,52.38,471755.61,101825.52
1000326,Health,Corporate,41.2,918392.92,0,0.0,15.09,37.62,666895.8,9613.06
1000327,Health,Premium,28.9,242505.9,0,0.0,2.52,46.01,210371.98,12630.25
1000328,Health,Mass,35.3,1355909.52,2,112625.81,9.16,53.75,1122368.18,71712.27
1000329,Home,Affluent,61.9,968924.11,2,114756.58,4.81,39.35,1171782.48,72665.83
1000330,Auto,Mass,50.6,1139087.62,1,139368.48,9.96,55.08,977808.86,83519.66
1000331,Home,Mass,30.0,608556.99,1,47478.27,9.55,48.68,497961.56,33538.75
1000332,Life,Mass,21.2,728467.84,2,120542.82,1.76,53.53,1000797.6,78803.49
1000333,Auto,Affluent,37.7,717900.55,2,319161.49,4.62,37.13,447014.78,184972.45
1000334,Auto,Affluent,39.2,1578590.13,0,0.0,3.12,33.19,1274884.74,9814.08
1000335,Auto,Mass,48.5,730753.98,0,0.0,11.04,35.74,690471.44,5504.36
1000336,Auto,Mass,35.0,2829507.48,1,257502.08,7.75,37.52,2249900.34,153609.35
1000337,Life,Mass,48.6,1140667.73,1,77302.78,11.68,58.6,1700361.26,54305.93
1000338,Health,Mass,67.2,446200.9,1,105364.1,9.59,50.39,360316.79,66829.73
1000339,Home,Mass,52.6,838566.85,0,,3.83,40.52,931868.5,8854.16
1000340,Auto,Mass,41.4,628900.74,1,32348.81,3.66,48.67,393932.6,24836.13
1000341,Home,Affluent,39.6,269208.02,0,0.0,7.11,41.9,334291.07,8272.98
1000342,Home,Mass,37.4,2169178.45,0,0.0,19.73,14.08,2260608.03,5410.21
1000343,Auto,Mass,57.3,1324940.94,0,0.0,5.08,37.29,1110900.07,8376.47
1000344,Home,Mass,33.8,1206717.07,2,296702.7,7.14,39.76,1272566.65,170154.15
1000345,Home,Corporate,42.6,985714.52,2,121791.81,9.27,54.37,1406807.06,81755.2
1000346,Health,Affluent,42.7,420853.63,2,244024.53,5.69,49.56,247372.7,143870.0
1000347,Health,Affluent,35.5,689802.51,0,0.0,19.94,37.11,755321.03,8577.02
1000348,Auto,Mass,24.2,1429920.59,0,0.0,4.52,,895532.56,6519.02
1000349,Home,Affluent,46.2,504831.01,0,0.0,2.43,37.19,472421.86,8338.27
1000350,Health,Mass,41.2,,1,109876.98,9.46,52.57,109417.82,69163.34
1000351,Health,Affluent,48.5,794320.04,2,307226.81,3.08,62.74,735328.27,179679.29
1000352,Life,Premium,35.1,832495.74,1,30406.04,4.7,48.45,975674.64,30872.77
1000353,Health,Affluent,57.9,969668.87,0,0.0,6.9,32.58,588998.88,7955.55
1000354,Auto,Premium,30.6,1343562.59,1,70734.87,4.98,51.25,1121763.41,51326.01
1000355,Auto,Affluent,64.3,1278033.64,0,0.0,6.42,48.4,1609005.96,10905.52
1000356,Health,Mass,19.3,1037654.5,2,395847.62,6.14,45.62,949101.7,226807.3
1000357,Auto,Premium,47.7,1737038.67,2,134172.38,17.03,38.51,1281718.51,85247.83
1000358,Health,Mass,48.2,390317.84,0,0.0,8.02,46.47,123719.44,7760.29
1000359,Travel,Affluent,31.7,1187867.26,1,80059.5,5.45,38.52,628182.91,53275.06
1000360,Health,Mass,47.5,1270277.76,0,0.0,3.91,42.08,1005637.31,8907.62
1000361,Home,Mass,58.6,455153.86,2,671816.33,4.02,55.58,555748.29,378284.57
1000362,Health,Mass,18.0,393789.27,0,0.0,1.04,43.93,258917.7,8226.97
1000363,Home,Mass,48.5,597125.07,0,0.0,13.37,39.0,702583.46,6843.15
1000364,Health,Affluent,18.0,625497.27,1,138262.48,5.27,39.55,279370.14,84428.68
1000365,Travel,Affluent,29.4,1362089.87,2,129958.21,8.48,59.73,1117712.71,82204.86
1000366,Home,Mass,63.2,,3,669717.91,5.92,57.99,917668.75,378933.97
1000367,Travel,Mass,34.4,561944.49,3,,7.37,61.98,327553.61,57181.23
1000368,Life,Affluent,26.7,642904.51,1,57343.62,2.59,40.19,983241.16,43203.9
1000369,Auto,Mass,39.4,1665103.47,0,0.0,9.97,30.86,1127492.19,8213.17
1000370,Auto,Affluent,68.9,906479.68,2,230699.77,1.69,57.36,679971.4,138352.92
1000371,Auto,Affluent,18.2,815504.3,0,0.0,5.03,38.04,999166.34,9474.01
1000372,Auto,Premium,28.3,847161.83,1,104962.25,7.57,51.41,740520.16,69431.97
1000373,Auto,Affluent,61.5,1831751.6,1,86849.14,7.96,59.55,1473881.88,60527.36
1000374,Health,Mass,66.2,596065.35,1,79105.14,4.13,48.19,459410.26,52562.51
1000375,Auto,Affluent,40.7,1855527.54,2,210798.69,1.58,44.23,1581067.7,126490.05
1000376,Home,Mass,25.9,1010466.85,0,0.0,8.06,32.67,1134927.56,10117.82
1000377,Life,Mass,69.2,823994.7,0,0.0,4.14,36.16,1559578.86,8601.46
1000378,Auto,Premium,62.7,3561332.45,1,475742.25,7.9,47.98,3119629.6,279992.37
1000379,Life,Mass,50.8,503605.41,0,0.0,5.78,37.99,811007.9,7130.92
1000380,Auto,Premium,31.4,740901.43,1,21807.69,1.82,47.71,633424.26,24136.3
1000381,Auto,Premium,41.4,456942.51,0,0.0,9.29,22.86,349136.65,9008.53
1000382,Health,Premium,39.9,1519670.55,1,87013.83,2.6,39.35,1041194.57,57407.33
1000383,Health,Premium,46.3,2278901.2,2,283733.45,3.63,47.31,1412670.73,169305.21
1000384,Life,Mass,60.9,2254880.58,2,201359.07,12.74,63.9,2551746.83,125314.49
1000385,Health,Mass,53.4,1764401.08,0,0.0,5.76,33.16,1057852.96,7981.05
1000386,Life,Affluent,28.0,807306.59,1,79285.36,4.17,43.45,1041275.79,54873.56
1000387,Auto,Mass,59.9,736207.66,4,258551.36,20.0,67.48,519049.27,151740.01
1000388,Auto,Affluent,46.1,358974.51,0,0.0,2.42,46.64,350721.57,8394.42
1000389,Life,Affluent,50.9,2757625.35,1,95010.17,11.47,51.08,3963359.47,74448.71
1000390,Life,Affluent,61.1,1164832.65,3,394433.03,6.34,62.98,1815374.2,229888.26
1000391,Travel,Mass,27.5,686645.72,0,0.0,1.2,31.38,419777.9,6669.88
1000392,Home,Mass,41.5,1868378.18,0,0.0,4.77,25.37,2649301.32,7297.47
1000393,Home,Mass,35.1,527091.56,0,0.0,16.09,38.65,468333.67,5318.45
1000394,Life,Mass,21.6,1125561.03,1,157537.9,10.9,44.17,1721649.71,95057.89
1000395,Home,Premium,46.5,818479.82,1,98688.81,2.64,34.91,837394.41,64019.89
1000396,Travel,Mass,74.7,1278786.92,2,198605.06,6.86,49.99,739572.47,119173.2
1000397,Life,Mass,18.1,869074.9,0,0.0,5.42,34.94,1583428.66,8169.72
1000398,Home,Mass,41.6,405201.48,2,100969.31,5.28,53.72,534292.99,64440.37
1000399,Life,Affluent,50.3,938198.71,1,91867.85,3.91,39.84,1758024.14,59990.73
1000400,Life,Affluent,43.6,1602419.64,1,41591.05,6.34,41.27,2441983.29,35064.58
1000401,Auto,Mass,40.5,885653.46,0,0.0,3.46,25.26,557731.04,5315.54
1000402,Life,Mass,25.1,1378440.52,1,56925.13,10.35,50.87,2566711.87,44868.12
1000403,Health,Mass,45.0,506413.51,4,411105.91,5.26,56.01,418205.65,235712.97
1000404,Life,Mass,32.2,887094.33,1,100237.31,10.89,46.57,1139314.9,63852.37
1000405,Home,Affluent,18.0,638367.42,0,0.0,3.77,32.92,735091.08,9737.54
1000406,Life,Affluent,57.5,1357274.91,1,88370.88,3.74,57.38,1954106.29,61915.48
1000407,Home,Mass,54.5,915724.1,1,71539.65,5.5,42.14,976203.07,48021.59
1000408,Auto,Mass,42.7,1315451.57,2,351071.02,3.37,52.02,1163879.96,200677.91
1000409,Life,Corporate,45.0,1637024.42,2,372512.66,5.19,40.21,2410304.45,220406.38
1000410,Auto,Mass,56.0,1316569.78,0,0.0,3.51,27.94,1212875.48,7295.39
1000411,Home,Affluent,44.9,1045875.8,1,142687.47,7.25,49.76,1260889.15,91024.11
1000412,Travel,Mass,53.8,519765.64,0,0.0,2.94,28.53,246626.44,5427.85
1000413,Travel,Affluent,38.1,898621.93,2,198229.99,9.63,48.99,464302.04,119807.5
1000414,Health,Mass,59.1,671285.84,2,148596.24,5.92,62.27,611626.51,92258.76
1000415,Health,Affluent,46.2,744832.67,1,194201.96,4.73,51.08,414489.63,115911.51
1000416,Home,Corporate,44.5,732454.32,1,36013.83,2.32,40.84,778416.72,32463.87
1000417,Auto,Mass,25.5,525019.65,0,0.0,2.07,23.69,300350.59,6380.24
1000418,Home,Mass,45.7,306696.46,1,143769.93,15.51,49.33,432232.0,87877.36
1000419,Health,Mass,31.2,623230.28,0,0.0,7.79,45.46,529142.39,7902.96
1000420,Life,Mass,33.7,1000998.68,1,208143.74,7.54,38.48,1446379.15,123804.91
1000421,Life,Mass,31.4,428760.03,0,0.0,3.58,30.48,979143.86,6679.87
1000422,Life,Mass,28.1,907796.28,0,0.0,8.41,31.72,1710447.87,10613.88
1000423,Auto,Affluent,69.6,2559436.5,2,365531.19,5.5,61.52,2331914.48,212450.94
1000424,Home,Mass,59.3,1579835.28,1,81443.56,4.62,57.35,1827144.73,57417.72
1000425,Auto,Mass,67.0,2222399.16,1,138585.79,2.37,41.76,2093387.28,88459.32
1000426,Health,Premium,26.1,1116009.99,2,497639.55,7.22,37.45,579854.06,284596.69
1000427,Home,Mass,42.9,1710472.91,0,0.0,16.43,55.02,1783844.8,11526.05
1000428,Life,Corporate,25.2,604386.66,0,0.0,12.66,33.5,962343.48,14642.94
1000429,Home,Mass,33.0,631442.96,1,76715.68,9.99,44.72,517820.75,50464.69
1000430,Auto,Premium,30.1,199510.66,2,65807.94,2.5,43.97,100000.0,46744.25
1000431,Auto,Affluent,58.1,1728094.74,0,0.0,2.44,45.41,1804316.52,10644.65
1000432,Life,Premium,36.8,2099748.7,2,100168.5,8.79,57.03,2971735.37,69258.19
1000433,Health,Corporate,55.9,663910.45,0,0.0,6.28,43.59,441314.58,12320.66
1000434,Auto,Mass,49.9,782677.96,0,0.0,4.62,52.35,681522.3,8867.45
1000435,Auto,Corporate,71.9,594529.66,1,62935.58,4.0,49.24,249139.08,47904.42
1000436,Health,Mass,22.8,1110820.51,1,86070.38,0.97,38.87,969121.12,56115.4
1000437,Auto,Mass,58.4,,2,220629.44,8.35,56.66,1336314.94,129267.4
1000438,Life,Mass,56.9,345112.41,0,0.0,6.1,44.97,576185.55,8813.7
1000439,Health,Affluent,29.3,1127305.96,0,0.0,3.32,37.25,679029.98,9962.16
1000440,Auto,Mass,55.1,772958.44,0,0.0,14.64,32.33,491332.12,5029.35
1000441,Auto,Affluent,46.4,957917.52,1,57478.53,2.58,48.09,948039.54,41613.93
1000442,Travel,Affluent,39.0,1158453.8,1,100587.24,2.38,41.67,625514.96,62907.54
1000443,Home,Premium,31.3,811499.22,1,283503.73,4.94,38.52,720963.98,166029.79
1000444,Home,Premium,32.7,850157.81,0,0.0,7.44,36.61,1038872.27,11916.91
1000445,Life,Mass,68.6,800121.36,0,0.0,12.44,37.57,992198.88,8160.74
1000446,Travel,Mass,42.0,1534666.96,1,44705.05,6.72,36.99,937649.6,33773.76
1000447,Travel,Mass,52.2,1133100.25,2,157196.6,9.34,35.37,402383.54,93356.16
1000448,Life,Mass,31.7,1016088.48,1,97139.21,10.04,54.91,1345572.02,64598.17
1000449,Home,Mass,31.9,447363.43,0,0.0,10.61,40.1,452410.85,6633.24
1000450,Auto,Mass,56.1,730826.37,4,136937.15,6.73,66.72,587033.48,85231.71
1000451,Life,Mass,24.5,1475368.11,0,0.0,6.72,29.91,2104144.93,7729.72
1000452,Health,Corporate,36.6,918854.59,0,0.0,3.78,17.12,600924.26,9718.92
1000453,Home,Affluent,42.4,1293538.9,0,0.0,5.35,33.44,1135522.79,10049.53
1000454,Life,Mass,43.4,2377907.68,0,0.0,4.27,43.77,4300806.66,16110.69
1000455,Auto,Affluent,39.7,1593404.34,1,161070.71,7.47,51.02,1529408.48,99811.96
1000456,Home,Mass,47.1,947315.17,3,130064.21,11.7,63.57,908459.46,81155.79
1000457,Auto,Mass,51.0,679495.57,0,0.0,4.27,41.53,537302.91,7579.16
1000458,Home,Affluent,51.6,220951.34,1,145563.55,8.92,56.17,157689.35,89447.63
1000459,Auto,Affluent,29.2,820392.64,0,0.0,2.3,33.32,610756.31,9222.64
1000460,Auto,Mass,38.3,752264.42,0,0.0,9.35,45.22,509081.88,6377.87
1000461,Auto,Corporate,57.5,1115542.56,0,0.0,3.02,39.16,715674.61,11592.15
1000462,Health,Premium,53.6,826952.2,1,99796.53,17.0,41.33,726897.6,65474.31
1000463,Life,Affluent,24.2,754596.36,0,0.0,8.49,27.47,1244201.23,9366.31
1000464,Health,Affluent,46.6,338229.73,1,179462.6,9.6,38.49,307152.48,107000.87
1000465,Travel,Affluent,18.0,536685.6,0,0.0,11.24,37.77,335422.72,7120.26
1000466,Home,Mass,42.6,1169758.78,0,0.0,4.41,33.38,1150053.48,9231.59
1000467,Auto,Mass,66.7,2312637.58,1,152089.99,5.57,43.14,1801392.07,90317.22
1000468,Life,Mass,29.7,852996.81,2,150088.96,4.04,53.73,1331775.68,91434.78
1000469,Auto,Mass,31.2,1077814.71,1,52557.91,4.02,44.85,758373.43,36894.49
1000470,Travel,Affluent,51.9,1519684.08,1,72669.2,1.43,53.86,872423.73,49431.04
1000471,Auto,Mass,21.9,576170.2,0,0.0,6.62,37.62,429447.11,7588.66
1000472,Travel,Corporate,33.8,1101185.37,2,132493.49,5.97,44.36,462941.54,84753.68
1000473,Auto,Premium,49.8,598918.31,1,221624.68,1.2,47.18,594054.18,134511.17
1000474,Life,Affluent,33.8,1448158.76,0,0.0,8.36,37.5,3015102.41,14504.55
1000475,Health,Affluent,38.9,978153.33,2,118452.47,4.96,,803522.18,76204.08
1000476,Travel,Premium,51.7,1060550.36,1,142098.48,3.82,39.34,648185.88,90296.08
1000477,Auto,Mass,47.5,585206.94,3,142487.43,6.68,54.38,511184.24,87125.17
1000478,Health,Premium,45.5,1327778.55,0,0.0,5.15,53.46,1364024.14,11596.77
1000479,Travel,Mass,37.6,2832703.6,1,138346.71,20.0,41.08,1715128.97,83902.75
1000480,Health,Premium,46.8,517000.24,3,399235.1,15.35,67.63,442604.62,232191.17
1000481,Health,Mass,40.4,746598.31,0,0.0,10.64,34.81,602329.94,6184.24
1000482,Health,Premium,48.0,1022267.9,0,0.0,1.93,45.97,882129.71,12078.83
1000483,Home,Corporate,35.5,,2,60357.32,7.45,56.34,1235941.94,48127.76
1000484,Health,Mass,39.6,661588.86,1,85487.89,9.15,51.09,466499.14,54896.64
1000485,Health,Mass,29.1,189469.51,0,0.0,13.86,38.32,234451.88,6325.15
1000486,Life,Corporate,41.5,1900645.77,3,165063.79,6.49,67.48,2120767.45,109958.46
1000487,Auto,Affluent,31.5,1367409.19,0,0.0,7.12,38.77,894243.78,9732.33
1000488,Auto,Premium,27.5,345079.08,0,0.0,2.39,47.25,282281.55,10023.48
1000489,Travel,Affluent,45.4,644343.47,0,0.0,2.13,27.84,391093.34,7099.18
1000490,Life,Mass,44.8,,0,0.0,2.81,41.49,2497971.26,10668.56
1000491,Home,Mass,52.2,1995565.59,1,223757.74,2.16,49.16,1995484.68,131765.7
1000492,Health,Mass,36.4,1508161.71,1,46662.45,6.07,37.15,1408117.7,33820.01
1000493,Auto,Premium,47.3,816913.26,2,369402.69,5.26,56.66,779724.41,215687.45
1000494,Auto,Mass,49.2,942030.68,3,935923.43,5.92,49.08,845047.57,523888.32
1000495,Home,Affluent,47.8,837470.11,1,111651.04,6.49,41.63,746540.61,71137.39
1000496,Home,Affluent,31.3,1673925.33,0,0.0,12.23,22.09,1580505.92,6985.65
1000497,Health,Affluent,43.9,555951.71,0,0.0,13.77,49.78,493521.03,10664.71
1000498,Auto,Premium,46.7,577786.81,0,0.0,13.56,37.86,539213.79,10122.8
1000499,Travel,Corporate,42.1,1568767.86,0,0.0,7.8,53.63,715956.73,14051.31
1000500,Travel,Mass,18.0,878306.8,0,0.0,3.5,38.78,382865.07,7768.13
1000501,Health,Premium,44.1,1920905.19,0,0.0,2.47,42.04,1833637.55,13035.27
1000502,Health,Premium,70.8,622076.48,1,73927.49,1.81,47.16,390409.78,53525.09
1000503,Home,Affluent,37.3,873289.11,1,105947.82,7.76,36.59,1028216.66,67640.64
1000504,Life,Corporate,32.5,541892.49,3,141114.14,5.76,59.52,774650.71,93411.01
1000505,Health,Mass,46.9,903651.92,0,0.0,4.92,39.01,717746.68,8235.42
1000506,Auto,Mass,46.1,,4,226945.99,9.45,55.96,319769.4,134315.52
1000507,Life,Premium,57.5,688280.45,1,170419.88,5.69,37.73,725906.3,106830.84
1000508,Life,Mass,25.6,408484.98,1,322199.33,18.28,34.63,489574.22,184764.14
1000509,Travel,Premium,51.5,1318239.67,1,39277.56,1.85,59.78,682487.56,34857.98
1000510,Health,Premium,49.7,1334776.18,0,0.0,6.21,55.62,875394.04,13386.18
1000511,Health,Mass,40.2,347494.99,2,134444.1,1.33,52.47,255432.98,83366.1
1000512,Home,Premium,46.4,1874377.58,0,,8.92,40.45,1546918.05,13983.42
1000513,Travel,Mass,55.4,3554512.08,0,0.0,1.88,39.03,2093718.46,9106.25
1000514,Life,Affluent,,923063.73,3,435384.44,6.66,53.89,1038990.07,252900.08
1000515,Auto,Affluent,27.1,632564.33,1,214292.27,3.4,51.3,581307.18,128017.84
1000516,Auto,Corporate,52.7,4254687.47,1,97696.59,3.07,60.4,2846728.46,72992.24
1000517,Home,Mass,41.2,435703.55,1,72707.07,3.48,38.5,597871.2,48941.04
1000518,Life,Mass,42.9,910007.94,1,28060.12,5.12,44.57,1153140.86,25878.65
1000519,Travel,Affluent,43.0,993453.26,0,0.0,2.18,35.5,537479.43,8925.78
1000520,Auto,Affluent,40.0,1886023.56,0,0.0,1.99,35.07,1009768.44,8583.91
1000521,Health,Affluent,57.5,1096908.67,1,123234.1,8.19,56.65,1010774.31,80508.01
1000522,Home,Mass,40.9,684128.74,0,0.0,0.93,29.02,785209.94,7874.74
1000523,Travel,Mass,,533384.93,1,70978.08,6.69,45.0,156076.27,46312.19
1000524,Life,Mass,36.9,745751.74,1,102245.29,1.1,48.91,1483154.94,68261.64
1000525,Life,Premium,44.3,517280.21,4,89438.75,6.05,63.96,816888.35,66156.49
1000526,Home,Mass,58.0,923987.63,1,41377.0,3.1,54.71,933483.69,31608.13
1000527,Home,Mass,49.8,659899.05,0,0.0,9.11,41.2,722379.25,7163.91
1000528,Auto,Corporate,30.9,395706.98,1,187667.86,12.13,51.03,354100.73,117458.67
1000529,Auto,Mass,74.3,1794936.54,3,196030.67,4.61,54.39,1254988.0,118711.25
1000530,Life,Corporate,45.4,684490.57,1,70135.68,6.32,43.26,1056232.41,52997.64
1000531,Life,Affluent,58.6,448056.58,2,85996.08,10.86,54.58,838264.92,
1000532,Travel,Premium,40.0,820449.4,1,16944.22,4.4,25.8,433246.89,19071.98
1000533,Travel,Mass,48.9,934488.32,0,0.0,8.79,32.36,466417.06,7873.28
1000534,Health,Mass,52.9,344411.81,0,0.0,3.04,35.15,234288.64,6578.47
1000535,Life,Affluent,57.8,1080091.44,1,90936.64,6.95,55.06,2137825.29,62778.97
1000536,Travel,Premium,55.7,,1,58009.95,6.98,43.02,118835.64,41960.39
1000537,Life,Affluent,53.3,2306440.27,2,302483.19,6.63,48.21,4216776.79,183848.93
1000538,Auto,Mass,37.9,1200595.6,0,0.0,15.48,43.26,951845.85,8493.92
1000539,Home,Affluent,34.6,722306.65,3,164102.9,6.66,44.98,574642.19,101522.92
1000540,Auto,Premium,46.3,597379.44,1,61757.39,6.5,31.39,691820.03,44205.07
1000541,Travel,Affluent,54.1,849512.39,0,0.0,6.09,38.58,456641.55,9982.81
1000542,Health,Premium,39.1,1260709.17,1,108429.43,11.44,34.17,1142423.99,69527.34
1000543,Auto,Premium,55.8,887468.47,0,0.0,2.88,31.62,724063.37,9218.35
1000544,Health,Affluent,60.9,798677.65,0,0.0,13.16,46.61,676263.04,10619.79
1000545,Health,Mass,30.1,929362.09,0,0.0,6.49,41.95,427004.36,7755.86
1000546,Home,Affluent,31.1,645659.55,1,77534.07,2.36,48.07,613000.5,51939.88
1000547,Auto,Mass,40.2,745184.25,0,0.0,7.09,45.8,480680.76,7268.45
1000548,Health,Mass,46.0,285776.18,0,0.0,6.81,48.01,206654.1,7951.79
1000549,Health,Mass,35.2,1537547.96,0,0.0,1.75,22.04,1209957.92,6085.81
1000550,Life,Mass,59.6,1060752.18,1,72555.97,5.46,51.96,1601337.66,49258.64
1000551,Health,Mass,47.5,,1,66399.39,10.65,42.45,419010.0,43811.19
1000552,Life,Mass,42.5,2557278.8,0,0.0,6.97,33.32,3390442.52,8058.76
1000553,Health,Premium,23.3,944120.52,2,140195.1,1.31,51.26,859887.94,90495.56
1000554,Health,Corporate,24.9,509034.5,1,71546.62,5.23,29.06,488680.2,49574.74
1000555,Life,Mass,45.7,1441731.85,2,215956.59,1.84,39.99,2590997.54,129957.69
1000556,Home,Corporate,18.0,1120265.83,1,90161.04,3.35,44.1,1200230.69,64579.86
1000557,Auto,Affluent,55.2,1118130.93,1,173223.12,9.82,51.25,484341.16,104805.05
1000558,Auto,Mass,39.9,712107.71,0,0.0,4.59,38.94,597558.49,7922.69
1000559,Life,Mass,80.0,1153051.76,0,0.0,7.81,40.64,1783873.17,8021.87
1000560,Health,Affluent,72.0,779324.64,0,0.0,9.97,50.25,443400.15,9555.28
1000561,Health,Premium,39.6,1221900.32,1,207210.68,13.03,49.18,883440.34,125322.82
1000562,Auto,Affluent,40.6,315663.04,1,241336.47,11.51,45.23,239280.82,141447.58
1000563,Auto,Mass,54.9,708935.36,2,35990.77,11.49,46.05,399761.23,27428.6
1000564,Auto,Mass,64.1,2320597.71,3,638161.15,8.81,59.83,2006793.28,366011.28
1000565,Home,Mass,20.7,590227.27,1,144840.35,12.72,46.12,666510.49,87272.77
1000566,Health,Mass,18.8,645666.88,1,282870.71,3.09,49.12,418054.12,163427.37
1000567,Home,Mass,33.9,703463.52,0,0.0,6.39,34.38,796125.19,9081.55
1000568,Home,Mass,49.6,461393.56,0,0.0,3.76,38.36,732046.61,6617.15
1000569,Life,Premium,48.5,267158.02,1,157140.47,0.91,45.23,475819.2,99269.09
1000570,Home,Corporate,55.9,792801.0,0,0.0,5.92,43.42,768131.93,12554.36
1000571,Health,Mass,26.4,969826.75,0,0.0,4.29,30.94,670286.18,5270.76
1000572,Life,Premium,18.0,874381.67,2,216401.91,1.3,25.9,1438480.13,130287.43
1000573,Home,Mass,53.2,831067.94,1,69815.9,8.08,55.74,863087.43,48935.98
1000574,Health,Mass,31.2,921559.41,0,0.0,6.91,48.63,660850.31,7448.88
1000575,Life,Mass,18.0,1579648.4,1,114690.66,6.95,35.37,1614588.41,73354.02
1000576,Travel,Affluent,43.9,810498.4,1,128210.2,3.25,37.89,363890.73,79322.01
1000577,Auto,Corporate,52.3,656320.57,1,52396.01,2.42,46.25,383440.45,40937.46
1000578,Travel,Affluent,40.4,771067.37,1,38931.77,9.72,43.28,495018.5,29765.49
1000579,Home,Mass,36.0,1237731.42,1,60201.53,4.62,50.6,1338564.09,45031.05
1000580,Auto,Affluent,39.9,1956689.99,0,0.0,8.32,38.37,1368537.71,10100.44
1000581,Home,Mass,37.2,637093.04,0,0.0,7.96,31.83,660027.76,6723.46
1000582,Travel,Premium,24.5,950329.1,1,147884.43,4.45,31.86,366336.11,91223.54
1000583,Home,Affluent,32.7,1084084.74,1,167913.4,3.79,48.96,1408881.52,102598.4
1000584,Home,Mass,48.8,521378.81,1,79978.97,5.02,50.63,620462.81,53901.91
1000585,Health,Affluent,46.2,910163.46,1,48963.85,12.28,53.28,890534.19,38274.14
1000586,Auto,Affluent,44.2,401928.47,1,83744.3,1.36,38.64,391340.0,54647.57
1000587,Auto,Mass,29.1,340160.34,2,158862.91,6.38,61.46,360843.13,96631.99
1000588,Auto,Affluent,39.6,1101144.41,0,0.0,2.74,25.72,1189617.79,6728.64
1000589,Auto,Mass,18.0,728701.12,1,118866.0,4.09,44.63,415052.25,72347.85
1000590,Auto,Affluent,44.3,1005911.11,0,0.0,12.02,25.58,680089.68,6558.28
1000591,Auto,Premium,60.6,891185.44,1,149211.53,6.15,43.49,562603.29,92951.45
1000592,Health,Premium,22.8,526038.67,2,135277.18,10.93,58.15,339383.35,87313.71
1000593,Auto,Affluent,34.4,877875.6,0,0.0,8.15,42.58,652849.17,9459.98
1000594,Home,Affluent,46.3,456774.14,0,0.0,9.35,35.56,475815.25,8545.72
1000595,Life,Mass,58.3,1934162.24,1,79284.31,7.65,44.89,2238762.0,56839.55
1000596,Home,Premium,36.2,426926.16,0,0.0,9.23,37.86,465044.9,9768.24
1000597,Health,Mass,33.0,808121.86,0,0.0,8.51,40.06,485624.53,8097.0
1000598,Auto,Affluent,18.0,507321.74,0,0.0,16.35,41.92,321578.51,7465.51
1000599,Auto,Mass,43.3,1231670.19,0,0.0,4.24,35.54,1305188.93,9117.48
1000600,Auto,Mass,68.5,750025.73,1,166217.33,1.43,39.5,769688.52,99368.24
1000601,Auto,Affluent,45.6,676632.35,0,0.0,9.65,40.33,572042.44,6727.5
1000602,Auto,Mass,41.7,1438930.79,2,105619.94,4.11,48.17,1233771.2,67992.63
1000603,Auto,Affluent,46.2,914686.69,0,0.0,4.6,30.26,670215.27,8450.41
